Error_flag,Violation_flag,Err_anom_count,Viol_anom_count,Err_weight_sum,Viol_weight_sum,y3
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,1,0,4,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
1,1,1,2,5,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,1,0,5,2
0,0,0,0,0,0,0
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,1,0,4,2
0,1,0,2,0,9,2
0,1,0,3,0,13,2
0,1,0,2,0,9,2
0,0,0,0,0,0,0
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,1,0,5,2
0,1,0,2,0,9,2
0,0,0,0,0,0,0
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,1,0,4,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,1,0,4,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,3,0,13,2
0,1,0,1,0,4,2
0,1,0,3,0,13,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
1,0,1,0,5,0,1
0,1,0,2,0,9,2
0,1,0,1,0,4,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,1,0,5,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
1,1,1,2,5,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,0,0,0,0,0,0
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,0,0,0,0,0,0
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,3,0,13,2
0,0,0,0,0,0,0
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,1,0,4,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,1,0,4,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,3,0,13,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
1,1,1,1,4,4,1
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,1,0,4,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,1,0,4,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,0,0,0,0,0,0
0,1,0,2,0,9,2
0,1,0,1,0,4,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,0,0,0,0,0,0
0,1,0,2,0,9,2
0,1,0,1,0,4,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,1,0,4,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
1,1,1,1,4,4,1
0,0,0,0,0,0,0
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,1,0,4,2
0,1,0,3,0,13,2
0,1,0,3,0,13,2
0,1,0,2,0,9,2
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,1,0,4,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,3,0,13,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,1,0,5,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
1,1,1,1,5,4,1
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,0,0,0,0,0,0
0,1,0,2,0,9,2
0,1,0,1,0,4,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,1,0,4,2
0,1,0,1,0,4,2
0,1,0,1,0,4,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,0,0,0,0,0,0
0,1,0,1,0,4,2
0,1,0,2,0,9,2
0,1,0,2,0,9,2
0,1,0,1,0,4,2
0,1,0,2,0,8,2
1,1,3,1,7,4,1
1,0,1,0,5,0,1
1,0,1,0,4,0,1
1,1,1,1,5,4,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,0,5,0,1
1,0,1,0,5,0,1
1,0,1,0,4,0,1
1,1,1,1,4,5,2
1,0,1,0,5,0,1
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,1,0,1,0,4,2
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,2,0,9,2
0,1,0,1,0,2,2
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,0,0,0,0,0,0
0,1,0,2,0,9,2
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,2,0,9,2
1,0,1,0,5,0,1
0,0,0,0,0,0,0
1,0,1,0,5,0,1
1,0,1,0,5,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,0,0,0,0,0,0
1,1,2,1,10,5,1
1,0,1,0,2,0,1
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,1,0,1,0,5,2
1,0,1,0,2,0,1
0,1,0,2,0,9,2
1,0,1,0,5,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,2,0,9,2
1,0,1,0,5,0,1
0,0,0,0,0,0,0
1,0,1,0,5,0,1
1,0,1,0,5,0,1
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,1,0,1,0,5,2
0,1,0,1,0,5,2
1,1,1,2,5,8,2
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,1,0,1,0,2,2
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,0,0,0,0,0,0
1,0,1,0,4,0,1
1,0,1,0,4,0,1
1,0,1,0,4,0,1
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,0,0,0,0,0,0
1,1,2,1,7,4,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,1,0,1,0,4,2
1,0,1,0,5,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,2,0,9,2
1,0,1,0,5,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,1,0,1,0,5,2
0,0,0,0,0,0,0
1,0,1,0,5,0,1
1,0,1,0,5,0,1
1,0,1,0,5,0,1
0,0,0,0,0,0,0
1,0,1,0,4,0,1
0,0,0,0,0,0,0
0,1,0,2,0,9,2
0,0,0,0,0,0,0
1,0,1,0,4,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,0,4,0,1
1,0,1,0,5,0,1
1,0,1,0,5,0,1
1,0,1,0,5,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,1,1,1,4,4,1
0,0,0,0,0,0,0
0,1,0,2,0,9,2
1,0,1,0,5,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,0,0,0,0,0,0
1,0,1,0,4,0,1
0,0,0,0,0,0,0
1,0,1,0,2,0,1
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,0,0,0,0,0,0
0,1,0,1,0,2,2
0,0,0,0,0,0,0
1,0,1,0,5,0,1
1,0,1,0,5,0,1
1,0,1,0,5,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,0,0,0,0,0,0
0,1,0,1,0,4,2
1,0,1,0,4,0,1
0,0,0,0,0,0,0
1,0,1,0,4,0,1
0,0,0,0,0,0,0
1,0,1,0,4,0,1
0,1,0,1,0,4,2
0,0,0,0,0,0,0
0,1,0,1,0,5,2
1,0,1,0,5,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,2,0,9,2
0,0,0,0,0,0,0
1,0,2,0,8,0,1
1,0,1,0,4,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,0,0,0,0,0,0
0,1,0,1,0,5,2
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,1,0,1,0,4,2
1,0,1,0,5,0,1
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,0,0,0,0,0,0
1,0,1,0,4,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,0,0,0,0,0,0
0,1,0,1,0,5,2
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,0,0,0,0,0,0
0,1,0,1,0,4,2
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,1,0,5,2
1,0,1,0,5,0,1
1,0,1,0,5,0,1
1,0,1,0,5,0,1
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,1,0,1,0,5,2
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,1,0,5,2
1,0,1,0,4,0,1
1,0,1,0,5,0,1
1,0,1,0,5,0,1
1,0,1,0,5,0,1
0,0,0,0,0,0,0
0,1,0,1,0,4,2
1,0,1,0,5,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,1,0,1,0,2,2
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,0,5,0,1
1,0,1,0,5,0,1
1,0,1,0,5,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,0,4,0,1
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,1,0,2,0,9,2
1,0,1,0,5,0,1
1,0,1,0,5,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,1,0,1,0,4,2
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,0,5,0,1
1,0,1,0,4,0,1
0,0,0,0,0,0,0
0,1,0,1,0,4,2
0,1,0,1,0,5,2
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,2,0,9,2
0,0,0,0,0,0,0
1,1,1,2,5,9,2
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,0,0,0,0,0,0
0,1,0,1,0,4,2
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,1,0,1,0,2,2
1,0,1,0,5,0,1
1,0,1,0,5,0,1
1,0,1,0,5,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,0,0,0,0,0,0
1,1,1,1,5,4,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,2,0,7,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,1,0,4,2
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,0,5,0,1
1,0,1,0,5,0,1
1,0,1,0,4,0,1
0,1,0,1,0,4,2
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,1,0,4,2
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,0,0,0,0,0,0
0,1,0,1,0,5,2
0,1,0,1,0,5,2
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,2,0,10,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,1,0,4,2
0,0,0,0,0,0,0
0,1,0,1,0,4,2
0,1,0,1,0,4,2
1,0,1,0,5,0,1
1,0,1,0,5,0,1
0,0,0,0,0,0,0
1,0,1,0,5,0,1
1,0,1,0,5,0,1
0,1,0,1,0,4,2
1,0,1,0,5,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,1,0,4,2
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,0,5,0,1
1,0,1,0,5,0,1
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,1,0,1,0,4,2
0,1,0,1,0,5,2
1,0,1,0,5,0,1
1,0,1,0,5,0,1
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,1,1,1,3,4,2
0,0,0,0,0,0,0
0,1,0,1,0,4,2
1,0,1,0,4,0,1
0,0,0,0,0,0,0
1,0,1,0,4,0,1
0,0,0,0,0,0,0
0,1,0,1,0,5,2
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,0,5,0,1
1,0,1,0,4,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,0,5,0,1
1,0,1,0,5,0,1
1,0,1,0,4,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,0,4,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,2,0,8,2
1,0,1,0,5,0,1
1,1,1,1,5,5,1
1,0,1,0,5,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,0,5,0,1
1,0,2,0,10,0,1
1,0,1,0,5,0,1
1,0,1,0,5,0,1
1,0,2,0,7,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,1,0,1,0,4,2
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,1,0,5,2
0,1,0,2,0,9,2
1,0,1,0,5,0,1
0,1,0,1,0,4,2
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,2,0,9,2
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,1,0,5,2
1,0,1,0,5,0,1
1,0,1,0,5,0,1
0,1,0,1,0,4,2
1,0,1,0,5,0,1
0,0,0,0,0,0,0
1,1,2,1,7,4,1
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,0,5,0,1
1,0,1,0,5,0,1
1,0,1,0,5,0,1
0,1,0,1,0,5,2
1,0,1,0,5,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,0,5,0,1
1,0,1,0,5,0,1
0,0,0,0,0,0,0
1,0,1,0,4,0,1
0,0,0,0,0,0,0
1,0,1,0,5,0,1
1,0,1,0,5,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,0,5,0,1
1,0,1,0,5,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,1,0,4,2
0,0,0,0,0,0,0
1,0,1,0,5,0,1
1,0,1,0,5,0,1
0,1,0,1,0,4,2
1,0,1,0,5,0,1
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,1,0,5,2
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,1,0,2,2
1,0,1,0,4,0,1
0,1,0,1,0,5,2
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,2,0,9,2
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,0,0,0,0,0,0
1,0,1,0,5,0,1
1,0,1,0,5,0,1
1,0,1,0,4,0,1
1,0,1,0,5,0,1
1,0,1,0,5,0,1
0,0,0,0,0,0,0
0,1,0,1,0,4,2
1,0,1,0,5,0,1
0,0,0,0,0,0,0
1,0,1,0,4,0,1
0,1,0,1,0,4,2
1,0,1,0,5,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,0,0,0,0,0,0
1,0,1,0,5,0,1
1,0,1,0,5,0,1
0,1,0,2,0,9,2
0,1,0,1,0,2,2
0,1,0,1,0,4,2
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,1,0,2,2
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,0,0,0,0,0,0
1,0,1,0,4,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,2,0,9,2
1,0,1,0,5,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,1,0,4,2
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,0,4,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,0,3,0,1
1,0,1,0,4,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,0,0,0,0,0,0
1,0,1,0,4,0,1
1,0,1,0,5,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,1,1,2,5,10,2
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,1,0,2,2
0,0,0,0,0,0,0
0,1,0,1,0,4,2
1,0,2,0,8,0,1
0,1,0,3,0,13,2
1,1,1,1,5,5,1
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,0,5,0,1
1,0,1,0,4,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,1,0,2,2
0,1,0,2,0,9,2
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,1,0,1,0,4,2
1,0,1,0,5,0,1
1,0,1,0,5,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,0,5,0,1
1,0,1,0,5,0,1
0,0,0,0,0,0,0
0,1,0,1,0,2,2
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,0,0,0,0,0,0
1,0,1,0,5,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
