index,Error_flag,Violation_flag,Err_anom_count,Viol_anom_count,Err_weight_sum,Viol_weight_sum,y3
271,0,1,0,2,0.0,0.15000000000000002,2
272,0,0,0,0,0.0,0.0,0
273,1,1,1,1,0.034482758620689655,0.05,2
274,1,0,1,0,0.06896551724137931,0.0,1
275,1,0,1,0,0.06896551724137931,0.0,1
276,1,0,1,0,0.06896551724137931,0.0,1
277,0,1,0,1,0.0,0.05,2
278,1,1,1,1,0.06896551724137931,0.05,1
279,1,1,2,1,0.13793103448275862,0.05,1
280,0,1,0,1,0.0,0.05,2
281,0,0,0,0,0.0,0.0,0
282,1,1,1,1,0.06896551724137931,0.05,1
283,1,1,1,1,0.06896551724137931,0.05,1
284,0,1,0,1,0.0,0.05,2
285,1,0,1,0,0.06896551724137931,0.0,1
286,0,1,0,1,0.0,0.05,2
287,0,0,0,0,0.0,0.0,0
288,0,1,0,1,0.0,0.05,2
289,0,0,0,0,0.0,0.0,0
290,0,1,0,1,0.0,0.05,2
291,0,0,0,0,0.0,0.0,0
292,1,0,1,0,0.06896551724137931,0.0,1
293,0,1,0,1,0.0,0.05,2
294,1,0,1,0,0.06896551724137931,0.0,1
295,0,1,0,2,0.0,0.15000000000000002,2
296,0,1,0,2,0.0,0.15000000000000002,2
297,1,0,1,0,0.06896551724137931,0.0,1
298,1,0,2,0,0.13793103448275862,0.0,1
299,0,1,0,1,0.0,0.05,2
300,0,1,0,1,0.0,0.05,2
301,0,1,0,1,0.0,0.05,2
302,0,0,0,0,0.0,0.0,0
303,1,1,1,1,0.06896551724137931,0.05,1
304,0,0,0,0,0.0,0.0,0
305,1,0,2,0,0.10344827586206896,0.0,1
306,1,0,1,0,0.06896551724137931,0.0,1
307,1,1,1,1,0.06896551724137931,0.05,1
308,1,0,1,0,0.06896551724137931,0.0,1
309,0,0,0,0,0.0,0.0,0
310,1,0,1,0,0.06896551724137931,0.0,1
311,0,0,0,0,0.0,0.0,0
312,1,1,1,1,0.06896551724137931,0.1,2
313,0,1,0,1,0.0,0.05,2
314,1,0,2,0,0.10344827586206896,0.0,1
315,0,0,0,0,0.0,0.0,0
316,0,0,0,0,0.0,0.0,0
317,0,1,0,1,0.0,0.05,2
318,0,1,0,1,0.0,0.05,2
319,0,1,0,1,0.0,0.05,2
320,0,0,0,0,0.0,0.0,0
321,1,0,1,0,0.06896551724137931,0.0,1
322,1,0,1,0,0.06896551724137931,0.0,1
323,0,1,0,1,0.0,0.05,2
324,1,0,1,0,0.06896551724137931,0.0,1
325,0,1,0,1,0.0,0.05,2
326,0,1,0,1,0.0,0.05,2
327,1,1,1,1,0.06896551724137931,0.05,1
328,1,0,1,0,0.06896551724137931,0.0,1
329,0,0,0,0,0.0,0.0,0
330,1,1,1,2,0.06896551724137931,0.15000000000000002,2
331,1,0,1,0,0.06896551724137931,0.0,1
332,0,1,0,1,0.0,0.05,2
333,0,1,0,1,0.0,0.05,2
334,1,0,1,0,0.06896551724137931,0.0,1
335,0,0,0,0,0.0,0.0,0
336,0,1,0,2,0.0,0.15000000000000002,2
337,1,1,2,1,0.10344827586206896,0.1,1
338,1,0,1,0,0.06896551724137931,0.0,1
339,1,0,1,0,0.06896551724137931,0.0,1
340,1,0,1,0,0.06896551724137931,0.0,1
341,0,0,0,0,0.0,0.0,0
342,0,0,0,0,0.0,0.0,0
343,1,0,1,0,0.06896551724137931,0.0,1
344,1,0,1,0,0.06896551724137931,0.0,1
345,0,0,0,0,0.0,0.0,0
346,0,1,0,1,0.0,0.05,2
347,0,1,0,1,0.0,0.05,2
348,1,0,1,0,0.06896551724137931,0.0,1
349,1,1,2,1,0.10344827586206896,0.1,1
350,0,1,0,1,0.0,0.05,2
351,0,0,0,0,0.0,0.0,0
352,1,1,1,1,0.06896551724137931,0.05,1
353,1,1,1,1,0.06896551724137931,0.05,1
354,1,0,1,0,0.06896551724137931,0.0,1
355,1,0,1,0,0.034482758620689655,0.0,1
356,0,1,0,1,0.0,0.05,2
357,0,0,0,0,0.0,0.0,0
358,0,0,0,0,0.0,0.0,0
359,0,1,0,1,0.0,0.05,2
360,0,1,0,1,0.0,0.05,2
361,0,0,0,0,0.0,0.0,0
362,0,1,0,1,0.0,0.05,2
363,0,1,0,1,0.0,0.05,2
364,0,1,0,1,0.0,0.05,2
365,0,0,0,0,0.0,0.0,0
366,0,0,0,0,0.0,0.0,0
367,1,1,1,1,0.06896551724137931,0.05,1
368,1,1,1,1,0.06896551724137931,0.05,1
369,1,0,1,0,0.06896551724137931,0.0,1
370,1,0,1,0,0.06896551724137931,0.0,1
371,1,0,1,0,0.06896551724137931,0.0,1
372,0,0,0,0,0.0,0.0,0
373,1,0,1,0,0.06896551724137931,0.0,1
374,1,1,1,1,0.06896551724137931,0.05,1
375,1,1,1,1,0.06896551724137931,0.05,1
376,0,1,0,1,0.0,0.05,2
377,1,0,1,0,0.06896551724137931,0.0,1
378,0,0,0,0,0.0,0.0,0
379,0,1,0,1,0.0,0.05,2
380,1,1,1,1,0.06896551724137931,0.05,1
381,0,0,0,0,0.0,0.0,0
382,1,0,1,0,0.06896551724137931,0.0,1
383,1,0,1,0,0.034482758620689655,0.0,1
384,0,1,0,1,0.0,0.05,2
385,1,0,1,0,0.06896551724137931,0.0,1
386,1,0,1,0,0.06896551724137931,0.0,1
387,1,0,1,0,0.06896551724137931,0.0,1
388,0,0,0,0,0.0,0.0,0
389,0,0,0,0,0.0,0.0,0
390,0,1,0,1,0.0,0.05,2
391,0,1,0,1,0.0,0.05,2
392,1,0,1,0,0.06896551724137931,0.0,1
393,0,1,0,1,0.0,0.05,2
394,0,1,0,1,0.0,0.05,2
395,0,1,0,2,0.0,0.15000000000000002,2
396,1,0,1,0,0.034482758620689655,0.0,1
397,0,1,0,1,0.0,0.05,2
398,1,0,2,0,0.13793103448275862,0.0,1
399,0,1,0,1,0.0,0.05,2
400,0,1,0,2,0.0,0.15000000000000002,2
401,0,1,0,1,0.0,0.05,2
402,0,1,0,1,0.0,0.05,2
403,0,1,0,2,0.0,0.15000000000000002,2
404,0,0,0,0,0.0,0.0,0
405,1,0,1,0,0.06896551724137931,0.0,1
406,0,0,0,0,0.0,0.0,0
407,1,0,1,0,0.06896551724137931,0.0,1
408,1,0,1,0,0.06896551724137931,0.0,1
409,0,0,0,0,0.0,0.0,0
410,0,1,0,1,0.0,0.05,2
411,0,1,0,1,0.0,0.05,2
412,1,0,1,0,0.06896551724137931,0.0,1
413,0,0,0,0,0.0,0.0,0
414,0,0,0,0,0.0,0.0,0
415,1,1,1,1,0.06896551724137931,0.05,1
416,1,1,1,1,0.034482758620689655,0.05,2
417,0,0,0,0,0.0,0.0,0
418,1,0,1,0,0.06896551724137931,0.0,1
419,0,0,0,0,0.0,0.0,0
420,0,1,0,1,0.0,0.05,2
421,0,0,0,0,0.0,0.0,0
422,0,1,0,1,0.0,0.05,2
423,0,0,0,0,0.0,0.0,0
424,1,0,1,0,0.06896551724137931,0.0,1
425,1,0,1,0,0.06896551724137931,0.0,1
426,1,0,1,0,0.06896551724137931,0.0,1
427,1,0,1,0,0.06896551724137931,0.0,1
428,0,1,0,1,0.0,0.05,2
429,0,0,0,0,0.0,0.0,0
430,1,1,1,1,0.06896551724137931,0.05,1
431,0,1,0,1,0.0,0.05,2
432,1,0,1,0,0.06896551724137931,0.0,1
433,0,0,0,0,0.0,0.0,0
434,1,0,1,0,0.06896551724137931,0.0,1
435,0,1,0,1,0.0,0.05,2
436,0,1,0,1,0.0,0.05,2
437,0,1,0,1,0.0,0.05,2
438,0,1,0,1,0.0,0.05,2
439,1,0,1,0,0.06896551724137931,0.0,1
440,1,0,1,0,0.06896551724137931,0.0,1
441,1,1,1,1,0.06896551724137931,0.05,1
442,0,0,0,0,0.0,0.0,0
443,0,1,0,1,0.0,0.05,2
444,0,1,0,1,0.0,0.05,2
445,1,0,1,0,0.06896551724137931,0.0,1
446,1,1,2,1,0.13793103448275862,0.05,1
447,1,0,1,0,0.06896551724137931,0.0,1
448,0,1,0,1,0.0,0.05,2
449,1,1,1,1,0.06896551724137931,0.05,1
450,1,0,1,0,0.06896551724137931,0.0,1
451,1,1,1,1,0.06896551724137931,0.05,1
452,1,0,1,0,0.06896551724137931,0.0,1
453,1,1,1,1,0.06896551724137931,0.05,1
454,1,0,1,0,0.06896551724137931,0.0,1
455,1,0,1,0,0.06896551724137931,0.0,1
456,0,0,0,0,0.0,0.0,0
457,1,0,1,0,0.06896551724137931,0.0,1
458,1,0,1,0,0.06896551724137931,0.0,1
459,0,1,0,1,0.0,0.05,2
460,0,0,0,0,0.0,0.0,0
461,0,1,0,1,0.0,0.05,2
462,1,1,2,1,0.10344827586206896,0.05,1
463,0,1,0,1,0.0,0.05,2
464,0,1,0,1,0.0,0.1,2
465,0,1,0,1,0.0,0.05,2
466,0,1,0,1,0.0,0.05,2
467,0,1,0,1,0.0,0.05,2
468,0,1,0,1,0.0,0.05,2
469,1,0,1,0,0.06896551724137931,0.0,1
470,1,0,1,0,0.06896551724137931,0.0,1
471,0,1,0,1,0.0,0.05,2
472,1,1,1,2,0.06896551724137931,0.15000000000000002,2
473,1,1,1,1,0.06896551724137931,0.05,1
474,0,1,0,1,0.0,0.05,2
475,0,1,0,1,0.0,0.05,2
476,0,0,0,0,0.0,0.0,0
477,0,1,0,1,0.0,0.05,2
478,1,0,1,0,0.06896551724137931,0.0,1
479,1,1,2,2,0.06896551724137931,0.15000000000000002,2
480,0,0,0,0,0.0,0.0,0
481,1,0,1,0,0.06896551724137931,0.0,1
482,1,1,1,1,0.06896551724137931,0.05,1
483,1,1,2,1,0.13793103448275862,0.05,1
484,1,0,1,0,0.06896551724137931,0.0,1
485,1,0,1,0,0.06896551724137931,0.0,1
486,0,0,0,0,0.0,0.0,0
487,1,1,1,1,0.034482758620689655,0.05,2
488,1,0,2,0,0.10344827586206896,0.0,1
489,0,1,0,1,0.0,0.05,2
490,1,0,1,0,0.06896551724137931,0.0,1
491,0,0,0,0,0.0,0.0,0
492,0,1,0,1,0.0,0.1,2
493,0,0,0,0,0.0,0.0,0
494,1,1,1,1,0.034482758620689655,0.05,2
495,0,1,0,1,0.0,0.05,2
496,0,0,0,0,0.0,0.0,0
497,0,1,0,1,0.0,0.05,2
498,0,1,0,1,0.0,0.05,2
499,0,1,0,2,0.0,0.15000000000000002,2
500,0,0,0,0,0.0,0.0,0
501,0,1,0,1,0.0,0.05,2
502,0,0,0,0,0.0,0.0,0
503,0,0,0,0,0.0,0.0,0
504,1,0,1,0,0.06896551724137931,0.0,1
505,0,1,0,1,0.0,0.05,2
506,0,1,0,1,0.0,0.05,2
507,0,0,0,0,0.0,0.0,0
508,0,1,0,1,0.0,0.05,2
509,0,1,0,2,0.0,0.15000000000000002,2
510,1,1,1,1,0.06896551724137931,0.05,1
511,0,1,0,2,0.0,0.15000000000000002,2
512,0,0,0,0,0.0,0.0,0
513,1,0,1,0,0.06896551724137931,0.0,1
514,0,0,0,0,0.0,0.0,0
515,1,0,2,0,0.13793103448275862,0.0,1
516,1,0,2,0,0.13793103448275862,0.0,1
517,1,0,1,0,0.06896551724137931,0.0,1
518,0,0,0,0,0.0,0.0,0
519,0,1,0,1,0.0,0.05,2
520,0,1,0,1,0.0,0.05,2
521,1,0,1,0,0.06896551724137931,0.0,1
522,0,0,0,0,0.0,0.0,0
523,0,1,0,1,0.0,0.05,2
524,0,0,0,0,0.0,0.0,0
525,1,1,1,1,0.06896551724137931,0.05,1
526,0,1,0,2,0.0,0.15000000000000002,2
527,1,0,1,0,0.06896551724137931,0.0,1
528,0,0,0,0,0.0,0.0,0
529,1,1,1,1,0.06896551724137931,0.05,1
530,1,0,2,0,0.13793103448275862,0.0,1
531,1,0,2,0,0.13793103448275862,0.0,1
532,1,0,1,0,0.06896551724137931,0.0,1
533,1,0,1,0,0.06896551724137931,0.0,1
534,1,0,1,0,0.06896551724137931,0.0,1
535,1,0,1,0,0.06896551724137931,0.0,1
536,1,1,1,2,0.06896551724137931,0.15000000000000002,2
537,1,1,2,1,0.13793103448275862,0.05,1
538,0,1,0,1,0.0,0.05,2
539,0,1,0,1,0.0,0.05,2
540,1,1,1,1,0.06896551724137931,0.05,1
541,1,1,1,1,0.06896551724137931,0.05,1
542,0,1,0,1,0.0,0.05,2
543,0,1,0,1,0.0,0.05,2
544,1,0,2,0,0.10344827586206896,0.0,1
545,1,1,1,1,0.06896551724137931,0.05,1
546,0,1,0,1,0.0,0.05,2
547,1,0,1,0,0.06896551724137931,0.0,1
548,1,0,1,0,0.06896551724137931,0.0,1
549,0,0,0,0,0.0,0.0,0
550,0,0,0,0,0.0,0.0,0
551,0,0,0,0,0.0,0.0,0
552,0,1,0,1,0.0,0.05,2
553,0,0,0,0,0.0,0.0,0
554,0,1,0,1,0.0,0.05,2
555,0,0,0,0,0.0,0.0,0
556,0,0,0,0,0.0,0.0,0
557,1,0,4,0,0.1724137931034483,0.0,1
558,0,0,0,0,0.0,0.0,0
559,1,1,1,1,0.06896551724137931,0.05,1
560,1,0,1,0,0.06896551724137931,0.0,1
561,1,0,1,0,0.034482758620689655,0.0,1
562,0,1,0,1,0.0,0.05,2
563,0,0,0,0,0.0,0.0,0
564,0,1,0,1,0.0,0.05,2
565,0,1,0,1,0.0,0.05,2
566,1,1,1,1,0.06896551724137931,0.05,1
567,1,0,1,0,0.06896551724137931,0.0,1
568,1,0,1,0,0.06896551724137931,0.0,1
569,0,1,0,2,0.0,0.15000000000000002,2
570,1,0,1,0,0.06896551724137931,0.0,1
571,0,0,0,0,0.0,0.0,0
572,0,0,0,0,0.0,0.0,0
573,0,1,0,1,0.0,0.05,2
574,1,0,1,0,0.06896551724137931,0.0,1
575,1,0,1,0,0.06896551724137931,0.0,1
576,1,0,1,0,0.06896551724137931,0.0,1
577,0,0,0,0,0.0,0.0,0
578,1,1,1,1,0.06896551724137931,0.05,1
579,0,1,0,1,0.0,0.05,2
580,0,1,0,1,0.0,0.05,2
581,0,1,0,1,0.0,0.05,2
582,1,0,2,0,0.13793103448275862,0.0,1
583,1,0,1,0,0.06896551724137931,0.0,1
584,1,1,1,1,0.06896551724137931,0.05,1
585,0,1,0,1,0.0,0.05,2
586,0,1,0,2,0.0,0.15000000000000002,2
587,0,0,0,0,0.0,0.0,0
588,1,0,1,0,0.06896551724137931,0.0,1
589,1,0,1,0,0.06896551724137931,0.0,1
590,0,0,0,0,0.0,0.0,0
591,0,1,0,1,0.0,0.05,2
592,1,1,1,1,0.06896551724137931,0.05,1
593,1,0,1,0,0.06896551724137931,0.0,1
594,0,0,0,0,0.0,0.0,0
595,0,0,0,0,0.0,0.0,0
596,0,0,0,0,0.0,0.0,0
597,0,1,0,1,0.0,0.05,2
598,1,0,1,0,0.06896551724137931,0.0,1
599,1,0,1,0,0.06896551724137931,0.0,1
600,1,0,1,0,0.06896551724137931,0.0,1
601,1,0,1,0,0.06896551724137931,0.0,1
602,0,0,0,0,0.0,0.0,0
603,0,1,0,1,0.0,0.05,2
604,0,1,0,1,0.0,0.05,2
605,0,0,0,0,0.0,0.0,0
606,1,1,1,1,0.06896551724137931,0.05,1
607,0,0,0,0,0.0,0.0,0
608,0,0,0,0,0.0,0.0,0
609,0,0,0,0,0.0,0.0,0
610,0,0,0,0,0.0,0.0,0
611,0,1,0,1,0.0,0.05,2
612,0,0,0,0,0.0,0.0,0
613,0,0,0,0,0.0,0.0,0
614,0,1,0,1,0.0,0.05,2
615,0,0,0,0,0.0,0.0,0
616,0,0,0,0,0.0,0.0,0
617,0,1,0,1,0.0,0.05,2
618,1,0,1,0,0.06896551724137931,0.0,1
619,0,1,0,1,0.0,0.05,2
620,0,0,0,0,0.0,0.0,0
621,0,0,0,0,0.0,0.0,0
622,0,1,0,1,0.0,0.05,2
623,1,0,1,0,0.06896551724137931,0.0,1
624,0,0,0,0,0.0,0.0,0
625,0,1,0,2,0.0,0.15000000000000002,2
626,0,1,0,1,0.0,0.05,2
627,0,1,0,1,0.0,0.05,2
628,0,0,0,0,0.0,0.0,0
629,0,0,0,0,0.0,0.0,0
630,1,0,1,0,0.06896551724137931,0.0,1
631,0,0,0,0,0.0,0.0,0
632,1,0,1,0,0.06896551724137931,0.0,1
633,0,1,0,1,0.0,0.05,2
634,0,0,0,0,0.0,0.0,0
635,0,0,0,0,0.0,0.0,0
636,1,0,1,0,0.06896551724137931,0.0,1
637,1,0,1,0,0.06896551724137931,0.0,1
638,0,1,0,1,0.0,0.05,2
639,0,0,0,0,0.0,0.0,0
640,1,1,1,1,0.06896551724137931,0.05,1
641,0,1,0,1,0.0,0.05,2
642,0,0,0,0,0.0,0.0,0
643,0,0,0,0,0.0,0.0,0
644,0,1,0,1,0.0,0.05,2
645,1,0,1,0,0.06896551724137931,0.0,1
646,1,0,1,0,0.06896551724137931,0.0,1
647,0,0,0,0,0.0,0.0,0
648,0,0,0,0,0.0,0.0,0
649,0,0,0,0,0.0,0.0,0
650,1,0,2,0,0.10344827586206896,0.0,1
651,0,1,0,1,0.0,0.05,2
652,0,1,0,1,0.0,0.05,2
653,1,1,1,1,0.06896551724137931,0.05,1
654,0,0,0,0,0.0,0.0,0
655,0,1,0,1,0.0,0.05,2
656,0,1,0,1,0.0,0.05,2
657,0,0,0,0,0.0,0.0,0
658,0,0,0,0,0.0,0.0,0
659,0,1,0,1,0.0,0.05,2
660,1,0,1,0,0.06896551724137931,0.0,1
661,1,0,1,0,0.06896551724137931,0.0,1
662,1,0,2,0,0.10344827586206896,0.0,1
663,1,0,1,0,0.06896551724137931,0.0,1
664,1,0,1,0,0.06896551724137931,0.0,1
665,0,0,0,0,0.0,0.0,0
666,0,0,0,0,0.0,0.0,0
667,0,1,0,1,0.0,0.05,2
668,1,1,1,1,0.06896551724137931,0.05,1
669,1,1,1,1,0.06896551724137931,0.05,1
670,1,1,3,1,0.1724137931034483,0.05,1
671,1,0,1,0,0.06896551724137931,0.0,1
672,0,1,0,2,0.0,0.15000000000000002,2
673,0,1,0,1,0.0,0.05,2
674,1,0,1,0,0.06896551724137931,0.0,1
675,1,0,1,0,0.06896551724137931,0.0,1
676,0,1,0,1,0.0,0.05,2
677,1,0,1,0,0.06896551724137931,0.0,1
678,1,0,2,0,0.13793103448275862,0.0,1
679,0,1,0,1,0.0,0.05,2
680,0,1,0,1,0.0,0.05,2
681,0,0,0,0,0.0,0.0,0
682,1,0,1,0,0.06896551724137931,0.0,1
683,0,1,0,1,0.0,0.05,2
684,0,1,0,1,0.0,0.05,2
685,1,0,1,0,0.06896551724137931,0.0,1
686,1,0,1,0,0.06896551724137931,0.0,1
687,0,1,0,2,0.0,0.15000000000000002,2
688,1,1,1,1,0.034482758620689655,0.1,2
689,1,0,1,0,0.034482758620689655,0.0,1
690,0,0,0,0,0.0,0.0,0
691,1,1,1,1,0.06896551724137931,0.05,1
692,1,1,1,1,0.06896551724137931,0.05,1
693,1,1,1,1,0.06896551724137931,0.05,1
694,0,1,0,1,0.0,0.05,2
695,0,1,0,1,0.0,0.05,2
696,0,0,0,0,0.0,0.0,0
697,1,1,1,1,0.06896551724137931,0.1,2
698,0,0,0,0,0.0,0.0,0
699,0,1,0,1,0.0,0.05,2
700,1,1,2,1,0.10344827586206896,0.05,1
701,0,1,0,1,0.0,0.05,2
702,0,1,0,1,0.0,0.05,2
703,0,1,0,1,0.0,0.1,2
704,0,0,0,0,0.0,0.0,0
705,0,0,0,0,0.0,0.0,0
706,1,0,1,0,0.06896551724137931,0.0,1
707,1,0,1,0,0.06896551724137931,0.0,1
708,0,0,0,0,0.0,0.0,0
709,1,1,1,1,0.06896551724137931,0.05,1
710,1,1,1,1,0.06896551724137931,0.05,1
711,0,1,0,1,0.0,0.05,2
712,0,1,0,1,0.0,0.05,2
713,0,1,0,1,0.0,0.05,2
714,1,1,1,1,0.06896551724137931,0.05,1
715,0,1,0,1,0.0,0.05,2
716,0,0,0,0,0.0,0.0,0
717,1,0,1,0,0.06896551724137931,0.0,1
718,0,1,0,1,0.0,0.05,2
719,1,1,1,1,0.06896551724137931,0.05,1
720,0,1,0,1,0.0,0.05,2
721,0,1,0,1,0.0,0.05,2
722,0,1,0,1,0.0,0.05,2
723,1,1,1,1,0.06896551724137931,0.05,1
724,1,0,1,0,0.06896551724137931,0.0,1
725,0,0,0,0,0.0,0.0,0
726,1,0,1,0,0.034482758620689655,0.0,1
727,0,1,0,1,0.0,0.05,2
728,0,1,0,1,0.0,0.05,2
729,1,0,1,0,0.06896551724137931,0.0,1
730,0,1,0,1,0.0,0.05,2
731,0,0,0,0,0.0,0.0,0
732,1,1,1,1,0.06896551724137931,0.05,1
733,1,1,1,1,0.06896551724137931,0.05,1
734,1,1,1,1,0.06896551724137931,0.05,1
735,1,0,1,0,0.06896551724137931,0.0,1
736,0,0,0,0,0.0,0.0,0
737,0,1,0,1,0.0,0.05,2
738,0,1,0,1,0.0,0.05,2
739,0,0,0,0,0.0,0.0,0
740,1,0,2,0,0.10344827586206896,0.0,1
741,0,1,0,2,0.0,0.15000000000000002,2
742,1,1,1,1,0.06896551724137931,0.05,1
743,0,1,0,1,0.0,0.05,2
744,0,0,0,0,0.0,0.0,0
745,1,0,1,0,0.06896551724137931,0.0,1
746,1,1,2,1,0.13793103448275862,0.05,1
747,0,0,0,0,0.0,0.0,0
748,1,0,1,0,0.06896551724137931,0.0,1
749,1,0,2,0,0.06896551724137931,0.0,1
750,0,0,0,0,0.0,0.0,0
751,0,1,0,1,0.0,0.05,2
752,0,0,0,0,0.0,0.0,0
753,1,0,1,0,0.06896551724137931,0.0,1
754,0,1,0,1,0.0,0.05,2
755,0,1,0,1,0.0,0.05,2
756,1,0,1,0,0.06896551724137931,0.0,1
757,1,0,1,0,0.06896551724137931,0.0,1
758,0,0,0,0,0.0,0.0,0
759,0,0,0,0,0.0,0.0,0
760,0,0,0,0,0.0,0.0,0
761,0,1,0,1,0.0,0.05,2
762,0,1,0,1,0.0,0.05,2
763,1,0,2,0,0.10344827586206896,0.0,1
764,1,0,1,0,0.06896551724137931,0.0,1
765,0,1,0,1,0.0,0.05,2
766,0,0,0,0,0.0,0.0,0
767,1,0,1,0,0.06896551724137931,0.0,1
768,0,1,0,1,0.0,0.05,2
769,0,1,0,1,0.0,0.05,2
770,0,1,0,1,0.0,0.05,2
771,1,1,1,1,0.06896551724137931,0.05,1
772,0,0,0,0,0.0,0.0,0
773,0,0,0,0,0.0,0.0,0
774,1,1,1,1,0.06896551724137931,0.05,1
775,1,0,1,0,0.06896551724137931,0.0,1
776,1,0,1,0,0.06896551724137931,0.0,1
777,0,1,0,2,0.0,0.15000000000000002,2
778,1,0,2,0,0.13793103448275862,0.0,1
779,0,1,0,1,0.0,0.05,2
780,0,0,0,0,0.0,0.0,0
781,0,0,0,0,0.0,0.0,0
782,0,1,0,1,0.0,0.05,2
783,0,1,0,1,0.0,0.05,2
784,1,1,1,1,0.06896551724137931,0.05,1
785,1,1,2,1,0.10344827586206896,0.1,1
786,1,1,1,1,0.06896551724137931,0.05,1
787,0,1,0,2,0.0,0.15000000000000002,2
788,0,0,0,0,0.0,0.0,0
789,0,1,0,1,0.0,0.05,2
790,1,1,3,1,0.20689655172413793,0.05,1
791,0,0,0,0,0.0,0.0,0
792,0,0,0,0,0.0,0.0,0
793,1,1,1,1,0.06896551724137931,0.05,1
794,0,0,0,0,0.0,0.0,0
795,1,0,1,0,0.06896551724137931,0.0,1
796,0,1,0,1,0.0,0.05,2
797,1,1,1,1,0.06896551724137931,0.05,1
798,0,0,0,0,0.0,0.0,0
799,0,1,0,1,0.0,0.05,2
800,0,1,0,1,0.0,0.05,2
801,0,1,0,1,0.0,0.05,2
802,0,1,0,2,0.0,0.15000000000000002,2
803,1,0,1,0,0.06896551724137931,0.0,1
804,0,0,0,0,0.0,0.0,0
805,0,0,0,0,0.0,0.0,0
806,1,0,1,0,0.06896551724137931,0.0,1
807,0,0,0,0,0.0,0.0,0
808,0,1,0,1,0.0,0.05,2
809,0,0,0,0,0.0,0.0,0
810,0,1,0,1,0.0,0.05,2
811,0,1,0,1,0.0,0.05,2
812,1,0,1,0,0.06896551724137931,0.0,1
813,0,1,0,1,0.0,0.05,2
814,0,0,0,0,0.0,0.0,0
815,0,1,0,1,0.0,0.05,2
816,0,1,0,2,0.0,0.15000000000000002,2
817,0,1,0,1,0.0,0.05,2
818,1,1,1,1,0.06896551724137931,0.05,1
819,1,1,2,1,0.10344827586206896,0.05,1
820,0,1,0,1,0.0,0.05,2
821,1,1,2,1,0.13793103448275862,0.05,1
822,1,0,1,0,0.06896551724137931,0.0,1
823,1,0,1,0,0.06896551724137931,0.0,1
824,1,0,1,0,0.06896551724137931,0.0,1
825,1,0,1,0,0.06896551724137931,0.0,1
826,0,1,0,1,0.0,0.05,2
827,0,0,0,0,0.0,0.0,0
828,0,0,0,0,0.0,0.0,0
829,1,1,1,1,0.06896551724137931,0.05,1
830,0,0,0,0,0.0,0.0,0
831,0,1,0,1,0.0,0.05,2
832,1,1,1,1,0.06896551724137931,0.05,1
833,1,0,1,0,0.06896551724137931,0.0,1
834,0,0,0,0,0.0,0.0,0
835,0,0,0,0,0.0,0.0,0
836,1,1,1,1,0.06896551724137931,0.05,1
837,1,1,1,1,0.06896551724137931,0.05,1
838,0,1,0,1,0.0,0.05,2
839,0,1,0,1,0.0,0.05,2
840,1,0,2,0,0.13793103448275862,0.0,1
841,0,1,0,1,0.0,0.05,2
842,0,0,0,0,0.0,0.0,0
843,1,0,1,0,0.06896551724137931,0.0,1
844,1,1,1,1,0.06896551724137931,0.05,1
845,1,0,1,0,0.06896551724137931,0.0,1
846,0,0,0,0,0.0,0.0,0
847,0,0,0,0,0.0,0.0,0
848,0,0,0,0,0.0,0.0,0
849,1,0,1,0,0.06896551724137931,0.0,1
850,1,0,1,0,0.06896551724137931,0.0,1
851,0,1,0,1,0.0,0.05,2
852,0,1,0,1,0.0,0.05,2
853,0,0,0,0,0.0,0.0,0
854,0,0,0,0,0.0,0.0,0
855,1,0,1,0,0.06896551724137931,0.0,1
856,0,1,0,2,0.0,0.15000000000000002,2
857,1,1,1,1,0.06896551724137931,0.05,1
858,0,1,0,1,0.0,0.05,2
859,0,0,0,0,0.0,0.0,0
860,0,1,0,1,0.0,0.05,2
861,0,0,0,0,0.0,0.0,0
862,0,1,0,1,0.0,0.05,2
863,1,0,1,0,0.06896551724137931,0.0,1
864,0,1,0,1,0.0,0.05,2
865,0,1,0,1,0.0,0.05,2
866,0,1,0,2,0.0,0.15000000000000002,2
867,0,0,0,0,0.0,0.0,0
868,1,1,1,1,0.06896551724137931,0.05,1
869,1,0,1,0,0.06896551724137931,0.0,1
870,0,0,0,0,0.0,0.0,0
871,0,0,0,0,0.0,0.0,0
872,1,1,1,1,0.06896551724137931,0.05,1
873,0,0,0,0,0.0,0.0,0
874,0,0,0,0,0.0,0.0,0
875,0,0,0,0,0.0,0.0,0
876,0,0,0,0,0.0,0.0,0
877,0,0,0,0,0.0,0.0,0
878,0,0,0,0,0.0,0.0,0
879,1,0,1,0,0.06896551724137931,0.0,1
880,0,0,0,0,0.0,0.0,0
881,0,1,0,2,0.0,0.15000000000000002,2
882,0,1,0,1,0.0,0.05,2
883,1,0,1,0,0.06896551724137931,0.0,1
884,0,1,0,2,0.0,0.15000000000000002,2
885,0,0,0,0,0.0,0.0,0
886,0,0,0,0,0.0,0.0,0
887,1,1,1,1,0.06896551724137931,0.05,1
888,1,0,1,0,0.06896551724137931,0.0,1
889,1,0,1,0,0.06896551724137931,0.0,1
890,0,1,0,1,0.0,0.05,2
891,0,1,0,1,0.0,0.05,2
892,0,1,0,1,0.0,0.05,2
893,1,1,1,1,0.06896551724137931,0.05,1
894,0,1,0,1,0.0,0.05,2
895,0,1,0,1,0.0,0.05,2
